"longitude","latitude","oco2_frk_xco2","oco2_frk_sd","date"
140.5,36.5,399.087552211497,0.711088137356796,2014-12-01
140.5,36.5,398.801941880913,0.733010661338938,2014-12-02
140.5,36.5,398.669891776676,0.723637910285888,2014-12-03
140.5,36.5,398.878438506664,0.758662902766137,2014-12-04
140.5,36.5,398.87292139932,0.837045963101212,2014-12-05
140.5,36.5,398.988471434864,0.853007758316547,2014-12-06
140.5,36.5,398.873213106288,0.8512088260134,2014-12-07
140.5,36.5,398.823921319993,0.826007878810332,2014-12-08
140.5,36.5,398.6980028428,0.837733966628194,2014-12-09
140.5,36.5,398.696367353327,0.885955135092873,2014-12-10
140.5,36.5,398.597689306178,1.00087888497862,2014-12-11
140.5,36.5,398.686646739668,1.151036422415,2014-12-12
140.5,36.5,398.742220157268,1.33587104699569,2014-12-13
140.5,36.5,398.983439039218,1.47713181454123,2014-12-14
140.5,36.5,399.436241818267,1.62562950968481,2014-12-15
140.5,36.5,399.795156559367,1.69287695360706,2014-12-16
140.5,36.5,399.933137383315,1.79395967184071,2014-12-17
140.5,36.5,400.091603508899,1.77508787140457,2014-12-18
140.5,36.5,400.537027573456,1.81575478892934,2014-12-19
140.5,36.5,400.466568237043,1.83364512416657,2014-12-20
140.5,36.5,400.866724062001,1.69341651910894,2014-12-21
140.5,36.5,400.957860414611,1.4795266497289,2014-12-22
140.5,36.5,401.095153020858,1.23194451407699,2014-12-23
140.5,36.5,401.332423638326,1.05075336511227,2014-12-24
140.5,36.5,401.782616631998,1.0720750238547,2014-12-25
140.5,36.5,402.117422057821,1.18332346479752,2014-12-26
140.5,36.5,402.253449899288,1.25820803615358,2014-12-27
140.5,36.5,401.827153844202,1.17449437645155,2014-12-28
140.5,36.5,401.486392869262,1.04608157472181,2014-12-29
140.5,36.5,401.220251409362,1.03021746886132,2014-12-30
140.5,36.5,401.578905212743,1.05646312270595,2014-12-31
140.5,36.5,401.905198136668,1.02701124387251,2015-01-01
140.5,36.5,402.389120878751,0.935424963214889,2015-01-02
140.5,36.5,402.517956474022,0.834075719461778,2015-01-03
140.5,36.5,402.059360112713,0.784879959745525,2015-01-04
140.5,36.5,401.160440610243,0.78555413362962,2015-01-05
140.5,36.5,400.457249068354,0.922317574003129,2015-01-06
140.5,36.5,400.123166813716,1.06931381287585,2015-01-07
140.5,36.5,400.247076993509,1.12671788839073,2015-01-08
140.5,36.5,400.638503198305,0.984805519087296,2015-01-09
140.5,36.5,401.141451353496,0.757389063087482,2015-01-10
140.5,36.5,401.21224910561,0.610949302242525,2015-01-11
140.5,36.5,400.907299202554,0.520224700962314,2015-01-12
140.5,36.5,400.493122806431,0.520846733398107,2015-01-13
140.5,36.5,400.045483004415,0.779617340991235,2015-01-14
140.5,36.5,399.705610056114,1.191231484851,2015-01-15
140.5,36.5,399.544235912951,1.55312609204533,2015-01-16
140.5,36.5,399.419771741702,1.73274479192134,2015-01-17
140.5,36.5,399.521231078112,1.81009373788022,2015-01-18
140.5,36.5,399.58480780948,1.87922720284729,2015-01-19
140.5,36.5,399.42346053897,1.96359841031281,2015-01-20
140.5,36.5,399.767456236372,2.06518806540451,2015-01-21
140.5,36.5,399.981926548864,2.05416450498669,2015-01-22
140.5,36.5,400.549271197298,1.89311899387646,2015-01-23
140.5,36.5,401.571260810811,1.61252583590895,2015-01-24
140.5,36.5,402.381501565791,1.2978972959122,2015-01-25
140.5,36.5,402.631112924922,1.19407139013923,2015-01-26
140.5,36.5,402.387713974374,1.1749256411153,2015-01-27
140.5,36.5,401.467425182333,1.09193145047263,2015-01-28
140.5,36.5,400.537985731512,0.884879422636406,2015-01-29
140.5,36.5,400.230077966027,0.636339371012712,2015-01-30
140.5,36.5,400.643776888163,0.510695490846228,2015-01-31
140.5,36.5,401.26338828475,0.524955063193367,2015-02-01
140.5,36.5,401.59580963611,0.624669583299428,2015-02-02
140.5,36.5,401.452402047654,0.723678223870387,2015-02-03
140.5,36.5,401.094379535149,0.785852445005105,2015-02-04
140.5,36.5,400.788676551941,0.783815598401336,2015-02-05
140.5,36.5,400.846382229322,0.752375864356518,2015-02-06
140.5,36.5,401.076044011371,0.715842856284039,2015-02-07
140.5,36.5,401.494432097561,0.697460088103167,2015-02-08
140.5,36.5,401.46616698881,0.652208888560763,2015-02-09
140.5,36.5,401.166821504362,0.650628924125851,2015-02-10
140.5,36.5,400.365181814216,0.609889565894399,2015-02-11
140.5,36.5,399.883087654391,0.55248267242682,2015-02-12
140.5,36.5,399.577550771092,0.529926684637147,2015-02-13
140.5,36.5,399.976450022561,0.568774327075899,2015-02-14
140.5,36.5,400.803501330779,0.738697717986144,2015-02-15
140.5,36.5,400.851829281227,0.973358906916999,2015-02-16
140.5,36.5,401.363654631426,1.06503794751221,2015-02-17
140.5,36.5,401.435983792019,1.02396999402988,2015-02-18
140.5,36.5,402.061791248523,0.992624978011473,2015-02-19
140.5,36.5,403.45396930465,1.25706600933372,2015-02-20
140.5,36.5,404.900403361157,1.54465502625818,2015-02-21
140.5,36.5,405.365400863827,1.77909053807969,2015-02-22
140.5,36.5,404.952254946001,1.72202416626158,2015-02-23
140.5,36.5,404.102159999516,1.46169824585219,2015-02-24
140.5,36.5,403.74492792868,1.21160172165834,2015-02-25
140.5,36.5,403.700970441233,1.03964794875016,2015-02-26
140.5,36.5,403.938028869462,1.0330040405039,2015-02-27
140.5,36.5,403.68030231775,1.08344585020119,2015-02-28
140.5,36.5,402.796732579702,1.01112240720955,2015-03-01
140.5,36.5,401.944191857593,0.839467639079415,2015-03-02
