"tccon_xco2","tccon_error","tccon_datetime","tccon_solar_time","tccon_latitude","tccon_longitude","date","latitude","longitude"
385.700012207031,0.200000002980232,2010-08-28 14:07:11,8.35533345540365,80.0500030517578,-86.4199981689453,2010-08-28,80.5,-86.5
385.899993896484,0.200000002980232,2010-08-28 14:09:39,8.38866678873698,80.0500030517578,-86.4199981689453,2010-08-28,80.5,-86.5
385.799987792969,0.200000002980232,2010-08-28 14:12:03,8.43866678873698,80.0500030517578,-86.4199981689453,2010-08-28,80.5,-86.5
386.100006103516,0.300000011920929,2010-08-28 14:14:34,8.47200012207031,80.0500030517578,-86.4199981689453,2010-08-28,80.5,-86.5
386,0.200000002980232,2010-08-28 14:17:02,8.52200012207031,80.0500030517578,-86.4199981689453,2010-08-28,80.5,-86.5
385.899993896484,0.200000002980232,2010-08-28 14:19:29,8.55533345540364,80.0500030517578,-86.4199981689453,2010-08-28,80.5,-86.5
386.700012207031,0.300000011920929,2010-08-28 14:21:57,8.58866678873698,80.0500030517578,-86.4199981689453,2010-08-28,80.5,-86.5
389.100006103516,0.200000002980232,2011-07-01 13:30:10,7.73866678873698,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
389.100006103516,0.200000002980232,2011-07-01 13:32:38,7.77200012207031,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
389.100006103516,0.200000002980232,2011-07-01 13:54:57,8.13866678873698,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
389,0.200000002980232,2011-07-01 13:57:28,8.18866678873698,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
389,0.200000002980232,2011-07-01 13:59:56,8.22200012207031,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
389.200012207031,0.200000002980232,2011-07-01 14:02:23,8.27200012207031,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
389,0.200000002980232,2011-07-01 14:04:51,8.30533345540364,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
389.299987792969,0.200000002980232,2011-07-01 14:07:19,8.35533345540365,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
389.399993896484,0.200000002980232,2011-07-01 14:09:46,8.38866678873698,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
389.299987792969,0.200000002980232,2011-07-01 14:12:14,8.43866678873698,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
388.700012207031,0.200000002980232,2011-07-01 14:14:41,8.47200012207031,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
389.200012207031,0.200000002980232,2011-07-01 14:17:13,8.52200012207031,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
389,0.200000002980232,2011-07-01 13:35:09,7.82200012207031,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
389.5,0.200000002980232,2011-07-01 14:19:40,8.55533345540364,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
389.200012207031,0.200000002980232,2011-07-01 14:22:04,8.60533345540365,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
389.100006103516,0.200000002980232,2011-07-01 14:24:35,8.63866678873698,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
388.899993896484,0.200000002980232,2011-07-01 14:27:07,8.68866678873698,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
388.899993896484,0.200000002980232,2011-07-01 14:29:34,8.72200012207031,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
388.899993896484,0.200000002980232,2011-07-01 13:37:40,7.85533345540365,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
388.600006103516,0.200000002980232,2011-07-01 13:40:08,7.90533345540365,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
389.100006103516,0.200000002980232,2011-07-01 13:42:36,7.93866678873698,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
388.799987792969,0.200000002980232,2011-07-01 13:45:07,7.98866678873698,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
388.899993896484,0.200000002980232,2011-07-01 13:47:34,8.02200012207031,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
388.700012207031,0.200000002980232,2011-07-01 13:50:02,8.07200012207031,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
388.899993896484,0.200000002980232,2011-07-01 13:52:30,8.10533345540365,80.0500030517578,-86.4199981689453,2011-07-01,80.5,-86.5
386.100006103516,0.5,2011-08-01 14:22:01,8.60533345540365,80.0500030517578,-86.4199981689453,2011-08-01,80.5,-86.5
385,0.5,2011-08-01 14:24:28,8.63866678873698,80.0500030517578,-86.4199981689453,2011-08-01,80.5,-86.5
384.5,0.300000011920929,2011-08-02 14:24:21,8.63866678873698,80.0500030517578,-86.4199981689453,2011-08-02,80.5,-86.5
385.200012207031,0.400000005960464,2011-08-02 14:26:49,8.67200012207031,80.0500030517578,-86.4199981689453,2011-08-02,80.5,-86.5
385.200012207031,0.400000005960464,2011-08-02 14:29:16,8.72200012207031,80.0500030517578,-86.4199981689453,2011-08-02,80.5,-86.5
386.100006103516,0.300000011920929,2011-08-23 13:30:25,7.73866678873698,80.0500030517578,-86.4199981689453,2011-08-23,80.5,-86.5
386.299987792969,0.300000011920929,2011-08-23 13:52:40,8.10533345540365,80.0500030517578,-86.4199981689453,2011-08-23,80.5,-86.5
385.299987792969,0.300000011920929,2011-08-23 13:55:08,8.15533345540365,80.0500030517578,-86.4199981689453,2011-08-23,80.5,-86.5
